casenum,prognum,Trial,Condition,juicerecord,juiceYN,EXpectedPicduration,ExpectedITIpostpic,ExpectedITIpostjuice,ExpectedTrialTIme,Value,Code,rename1,Subject,RunList,volumeSTART,volumeEND,rename2,eventtocode
17254,17454,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-04,1,508,509,juiceY,Event
17255,17455,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-04,1,510,511,food+Y,Event
17256,17456,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-04,1,512,513,juiceY,Event
17257,17457,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-04,1,514,515,food+Y,Event
17258,17458,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-04,1,516,517,juiceY,Event
17259,17459,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-04,1,518,519,food+Y,Event
17260,17460,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-04,1,520,521,juiceY,Event
17261,17461,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-04,1,522,523,food+Y,Event
17262,17462,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-04,1,524,525,juiceY,Event
17263,17463,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-04,1,526,527,ero,Event
17264,17464,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-04,1,528,529,mut,Event
17265,17465,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-04,1,530,531,neu,Event
17266,17466,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-04,1,532,533,checks,Event
17267,17467,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-04,2,534,535,food+N,Event
17268,17468,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-04,2,536,537,juiceN,Event
17269,17469,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-04,2,538,539,food+N,Event
17270,17470,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-04,2,540,541,juiceN,Event
17271,17471,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-04,2,542,543,food+N,Event
17272,17472,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-04,2,544,545,juiceN,Event
17273,17473,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-04,2,546,547,food+N,Event
17274,17474,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-04,2,548,549,juiceN,Event
17275,17475,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-04,2,550,551,food+Y,Event
17276,17476,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-04,2,552,553,juiceY,Event
17277,17477,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-04,2,554,555,ero,Event
17278,17478,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-04,2,556,557,mut,Event
17279,17479,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-04,2,558,559,neu,Event
17280,17480,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-04,2,560,561,checks,Event
17281,17481,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-04,3,562,563,food+N,Event
17282,17482,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-04,3,564,565,juiceN,Event
17283,17483,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-04,3,566,567,food+Y,Event
17284,17484,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-04,3,568,569,juiceY,Event
17285,17485,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-04,3,570,571,food+Y,Event
17286,17486,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-04,3,572,573,juiceY,Event
17287,17487,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-04,3,574,575,food+Y,Event
17288,17488,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-04,3,576,577,juiceY,Event
17289,17489,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-04,3,578,579,food+N,Event
17290,17490,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-04,3,580,581,juiceN,Event
17291,17491,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-04,3,582,583,ero,Event
17292,17492,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-04,3,584,585,mut,Event
17293,17493,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-04,3,586,587,neu,Event
17294,17494,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-04,3,588,589,checks,Event
17295,17495,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-04,4,590,591,food+N,Event
17296,17496,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-04,4,592,593,juiceN,Event
17297,17497,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-04,4,594,595,food+Y,Event
17298,17498,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-04,4,596,597,juiceY,Event
17299,17499,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-04,4,598,599,food+Y,Event
17300,17500,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-04,4,600,601,juiceY,Event
17301,17501,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-04,4,602,603,food+Y,Event
17302,17502,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-04,4,604,605,juiceY,Event
17303,17503,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-04,4,606,607,food+N,Event
17304,17504,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-04,4,608,609,juiceN,Event
17305,17505,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-04,4,610,611,ero,Event
17306,17506,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-04,4,612,613,mut,Event
17307,17507,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-04,4,614,615,neu,Event
17308,17508,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-04,4,616,617,checks,Event
17309,17509,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-04,5,618,619,food+Y,Event
17310,17510,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-04,5,620,621,juiceY,Event
17311,17511,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-04,5,622,623,food+N,Event
17312,17512,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-04,5,624,625,juiceN,Event
17313,17513,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-04,5,626,627,food+Y,Event
17314,17514,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-04,5,628,629,juiceY,Event
17315,17515,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-04,5,630,631,food+N,Event
17316,17516,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-04,5,632,633,juiceN,Event
17317,17517,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-04,5,634,635,food+N,Event
17318,17518,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-04,5,636,637,juiceN,Event
17319,17519,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-04,5,638,639,ero,Event
17320,17520,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-04,5,640,641,mut,Event
17321,17521,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-04,5,642,643,neu,Event
17322,17522,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-04,5,644,645,checks,Event
17323,17523,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-04,6,646,647,food+N,Event
17324,17524,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-04,6,648,649,juiceN,Event
17325,17525,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-04,6,650,651,food+Y,Event
17326,17526,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-04,6,652,653,juiceY,Event
17327,17527,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-04,6,654,655,food+N,Event
17328,17528,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-04,6,656,657,juiceN,Event
17329,17529,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-04,6,658,659,food+Y,Event
17330,17530,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-04,6,660,661,juiceY,Event
17331,17531,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-04,6,662,663,food+N,Event
17332,17532,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-04,6,664,665,juiceN,Event
17333,17533,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-04,6,666,667,ero,Event
17334,17534,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-04,6,668,669,mut,Event
17335,17535,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-04,6,670,671,neu,Event
17336,17536,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-04,6,672,673,checks,Event
17337,17537,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-05,1,674,675,food+Y,Event
17338,17538,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-05,1,676,677,juiceY,Event
17339,17539,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-05,1,678,679,food+Y,Event
17340,17540,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-05,1,680,681,juiceY,Event
17341,17541,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-05,1,682,683,food+Y,Event
17342,17542,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-05,1,684,685,juiceY,Event
17343,17543,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-05,1,686,687,food+N,Event
17344,17544,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-05,1,688,689,juiceN,Event
17345,17545,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-05,1,690,691,food+N,Event
17346,17546,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-05,1,692,693,juiceN,Event
17347,17547,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-05,1,694,695,ero,Event
17348,17548,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-05,1,696,697,mut,Event
17349,17549,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-05,1,698,699,neu,Event
17350,17550,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-05,1,700,701,checks,Event
17351,17551,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-05,2,702,703,food+N,Event
17352,17552,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-05,2,704,705,juiceN,Event
17353,17553,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-05,2,706,707,food+Y,Event
17354,17554,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-05,2,708,709,juiceY,Event
17355,17555,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-05,2,710,711,food+Y,Event
17356,17556,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-05,2,712,713,juiceY,Event
17357,17557,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-05,2,714,715,food+Y,Event
17358,17558,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-05,2,716,717,juiceY,Event
17359,17559,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-05,2,718,719,food+Y,Event
17360,17560,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-05,2,720,721,juiceY,Event
17361,17561,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-05,2,722,723,ero,Event
17362,17562,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-05,2,724,725,mut,Event
17363,17563,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-05,2,726,727,neu,Event
17364,17564,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-05,2,728,729,checks,Event
17365,17565,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-05,3,730,731,food+N,Event
17366,17566,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-05,3,732,733,juiceN,Event
17367,17567,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-05,3,734,735,food+N,Event
17368,17568,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-05,3,736,737,juiceN,Event
17369,17569,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-05,3,738,739,food+Y,Event
17370,17570,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-05,3,740,741,juiceY,Event
17371,17571,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-05,3,742,743,food+N,Event
17372,17572,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-05,3,744,745,juiceN,Event
17373,17573,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-05,3,746,747,food+Y,Event
17374,17574,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-05,3,748,749,juiceY,Event
17375,17575,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-05,3,750,751,ero,Event
17376,17576,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-05,3,752,753,mut,Event
17377,17577,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-05,3,754,755,neu,Event
17378,17578,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-05,3,756,757,checks,Event
17379,17579,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-05,4,758,759,food+N,Event
17380,17580,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-05,4,760,761,juiceN,Event
17381,17581,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-05,4,762,763,food+Y,Event
17382,17582,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-05,4,764,765,juiceY,Event
17383,17583,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-05,4,766,767,food+N,Event
17384,17584,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-05,4,768,769,juiceN,Event
17385,17585,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-05,4,770,771,food+Y,Event
17386,17586,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-05,4,772,773,juiceY,Event
17387,17587,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-05,4,774,775,food+Y,Event
17388,17588,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-05,4,776,777,juiceY,Event
17389,17589,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-05,4,778,779,ero,Event
17390,17590,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-05,4,780,781,mut,Event
17391,17591,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-05,4,782,783,neu,Event
17392,17592,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-05,4,784,785,checks,Event
17393,17593,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-05,5,786,787,food+N,Event
17394,17594,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-05,5,788,789,juiceN,Event
17395,17595,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-05,5,790,791,food+Y,Event
17396,17596,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-05,5,792,793,juiceY,Event
17397,17597,5,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-05,5,794,795,food+N,Event
17398,17598,6,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-05,5,796,797,juiceN,Event
17399,17599,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-05,5,798,799,food+N,Event
17400,17600,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-05,5,800,801,juiceN,Event
17401,17601,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-05,5,802,803,food+Y,Event
17402,17602,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-05,5,804,805,juiceY,Event
17403,17603,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-05,5,806,807,ero,Event
17404,17604,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-05,5,808,809,mut,Event
17405,17605,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-05,5,810,811,neu,Event
17406,17606,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-05,5,812,813,checks,Event
17407,17607,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-05,6,814,815,food+Y,Event
17408,17608,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-05,6,816,817,juiceY,Event
17409,17609,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-05,6,818,819,food+N,Event
17410,17610,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-05,6,820,821,juiceN,Event
17411,17611,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-05,6,822,823,food+Y,Event
17412,17612,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-05,6,824,825,juiceY,Event
17413,17613,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-05,6,826,827,food+N,Event
17414,17614,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-05,6,828,829,juiceN,Event
17415,17615,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-05,6,830,831,food+N,Event
17416,17616,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-05,6,832,833,juiceN,Event
17417,17617,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-05,6,834,835,ero,Event
17418,17618,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-05,6,836,837,mut,Event
17419,17619,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-05,6,838,839,neu,Event
17420,17620,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-05,6,840,841,checks,Event
17421,17621,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,1,842,843,food+Y,Event
17422,17622,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,1,844,845,juiceY,Event
17423,17623,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,1,846,847,food+Y,Event
17424,17624,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,1,848,849,juiceY,Event
17425,17625,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,1,850,851,food+Y,Event
17426,17626,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,1,852,853,juiceY,Event
17427,17627,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,1,854,855,food+Y,Event
17428,17628,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,1,856,857,juiceY,Event
17429,17629,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,1,858,859,food+Y,Event
17430,17630,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,1,860,861,juiceY,Event
17431,17631,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-06,1,862,863,ero,Event
17432,17632,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-06,1,864,865,mut,Event
17433,17633,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-06,1,866,867,neu,Event
17434,17634,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-06,1,868,869,checks,Event
17435,17635,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,2,870,871,food+Y,Event
17436,17636,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,2,872,873,juiceY,Event
17437,17637,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,2,874,875,food+Y,Event
17438,17638,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,2,876,877,juiceY,Event
17439,17639,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,2,878,879,food+Y,Event
17440,17640,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,2,880,881,juiceY,Event
17441,17641,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,2,882,883,food+Y,Event
17442,17642,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,2,884,885,juiceY,Event
17443,17643,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,2,886,887,food+Y,Event
17444,17644,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,2,888,889,juiceY,Event
17445,17645,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-06,2,890,891,ero,Event
17446,17646,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-06,2,892,893,mut,Event
17447,17647,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-06,2,894,895,neu,Event
17448,17648,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-06,2,896,897,checks,Event
17449,17649,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-06,3,898,899,food+N,Event
17450,17650,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-06,3,900,901,juiceN,Event
17451,17651,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-06,3,902,903,food+N,Event
17452,17652,4,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-06,3,904,905,juiceN,Event
17453,17653,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,3,906,907,food+Y,Event
17454,17654,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,3,908,909,juiceY,Event
17455,17655,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-06,3,910,911,food+N,Event
17456,17656,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-06,3,912,913,juiceN,Event
17457,17657,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,3,914,915,food+Y,Event
17458,17658,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,3,916,917,juiceY,Event
17459,17659,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-06,3,918,919,ero,Event
17460,17660,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-06,3,920,921,mut,Event
17461,17661,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-06,3,922,923,neu,Event
17462,17662,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-06,3,924,925,checks,Event
17463,17663,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-06,4,926,927,food+N,Event
17464,17664,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-06,4,928,929,juiceN,Event
17465,17665,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,4,930,931,food+Y,Event
17466,17666,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,4,932,933,juiceY,Event
17467,17667,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,4,934,935,food+Y,Event
17468,17668,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,4,936,937,juiceY,Event
17469,17669,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-06,4,938,939,food+N,Event
17470,17670,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-06,4,940,941,juiceN,Event
17471,17671,9,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-06,4,942,943,food+N,Event
17472,17672,10,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-06,4,944,945,juiceN,Event
17473,17673,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-06,4,946,947,ero,Event
17474,17674,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-06,4,948,949,mut,Event
17475,17675,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-06,4,950,951,neu,Event
17476,17676,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-06,4,952,953,checks,Event
17477,17677,1,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,5,954,955,food+Y,Event
17478,17678,2,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,5,956,957,juiceY,Event
17479,17679,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,5,958,959,food+Y,Event
17480,17680,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,5,960,961,juiceY,Event
17481,17681,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,5,962,963,food+Y,Event
17482,17682,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,5,964,965,juiceY,Event
17483,17683,7,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,5,966,967,food+Y,Event
17484,17684,8,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,5,968,969,juiceY,Event
17485,17685,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,5,970,971,food+Y,Event
17486,17686,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,5,972,973,juiceY,Event
17487,17687,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-06,5,974,975,ero,Event
17488,17688,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-06,5,976,977,mut,Event
17489,17689,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-06,5,978,979,neu,Event
17490,17690,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-06,5,980,981,checks,Event
17491,17691,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-06,6,982,983,food+N,Event
17492,17692,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-06,6,984,985,juiceN,Event
17493,17693,3,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,6,986,987,food+Y,Event
17494,17694,4,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,6,988,989,juiceY,Event
17495,17695,5,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,6,990,991,food+Y,Event
17496,17696,6,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,6,992,993,juiceY,Event
17497,17697,7,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-06,6,994,995,food+N,Event
17498,17698,8,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-06,6,996,997,juiceN,Event
17499,17699,9,food,,Y,2000,8000,4000,14000,2000,PIC2,food,sub-06,6,998,999,food+Y,Event
17500,17700,10,juice,1,Y,2000,6000,4000,12000,1000,JUICE,juice,sub-06,6,1000,1001,juiceY,Event
17501,17701,11,ero,,,2000,10000,,12000,2000,PIC2,ero,sub-06,6,1002,1003,ero,Event
17502,17702,12,mut,,,2000,10000,,12000,2000,PIC2,mut,sub-06,6,1004,1005,mut,Event
17503,17703,13,neu,,,2000,10000,,12000,2000,PIC2,neu,sub-06,6,1006,1007,neu,Event
17504,17704,14,checks,,,2000,10000,,12000,2000,PIC2,checks,sub-06,6,1008,1009,checks,Event
17505,17705,1,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-07,1,1010,1011,food+N,Event
17506,17706,2,juice,0,N,2000,6000,4000,12000,1000,JUICE,juice,sub-07,1,1012,1013,juiceN,Event
17507,17707,3,food,,N,2000,8000,4000,14000,2000,PIC2,food,sub-07,1,1014,1015,food+N,Event
